Loan Id,Duration,Received,Persons Received From Total,Banks Received,Paybills Received Others
recv0mU2rPUfzqCm2,12,356803.6,334941,98872,1050
,12,6726894.3,5488308,8705496,432774
,12,73864,73864,87690,2700
,12,73864,73864,87690,2700
,6,194561,194561,20990,5330
rec78BRRhsZaoFPBu,12,431352,432563,11309,10551
reczrtxPfjGCbER8r,6,391600,387700,56550,0
,6,381325.79,371422,22230,410
,12,218413,217113,41370,0
,12,1836997.34,1328355,63000,0
rec6q8L3AA8JwKOFp,6,99920.43,51995,223450,0
rec6q8L3AA8JwKOFp,6,99920.43,51995,223450,0
rec6q8L3AA8JwKOFp,6,99920.43,51995,223450,0
recr4p8Fsglu2wuPk,6,4146254,4125014,2238316,19530.13
,12,793475.14,590976,174940,24802
recfHNctqsnJH3efc,6,29751,29751,0,10
,12,1098794.25,1032477,464783,448906
recFjtneDBkldYl8x,12,1469281.33,1315228,173600,346617
recFjtneDBkldYl8x,12,1469281.33,1315228,173600,346617
recL4Qm7Zl0Cn2kjv,6,106565.67,105311,223725,0
recCA4mjk9IcdJpeY,6,293721,293561,81930,6538
recCA4mjk9IcdJpeY,6,293721,293561,81930,6538
,12,2580186.69,2577588,806290,7
recUM7aVvRvvFIyfD,12,1386664.2,1289040,27050,565
,12,2162053.5,1643892,631420,23308.75
recbVF9dRIIRcxyrF,6,264769.18,256414,329600,1547
recIUNE0tSJ8i6z2y,6,101106,101106,6262,80122
recHa0xSA7qTyrxrf,12,875800.21,861473,1533600,13
reczTEkcr7S7BPuI8,6,735301.51,634676,356060,209909
recYjONPDiHPI9399,6,66720.05,64493,42718,22852
,4,189951,189951,7460,0
,4,189951,189951,7460,0
,12,238669.76,233524,314320,4200
recT0PKJCSvuXRo10,12,699650,693505,25620,3435
rec4bFV7iiHYYF0Fa,6,366835,359110,28400,38240
rec6fRqzgGB1iFX2M,12,923602.39,921500,46850,40954
rec9ZLpl6CWpkr895,12,410937.84,317858,167954,3630
rec0eXvE3PbzEea8R,12,577504,577504,271180,204205
rec2Swzj2RJAYYqhZ,6,152099,151899,1850,0
reczDPDNKjFCoWviO,6,273959.06,193584,166050,20
recFJQEZNInyBOLho,6,232707.54,220124,10800,0
recM0bx5U5LH5mT64,12,71310,71350,51532,1102
rec1EBBbuCswo1htS,12,321118,269390,1550,45100
recJv9My5UuddP5Xx,12,1369981.47,1101602,2622623,343780
,12,520343,523340,110679,6917
recoa2L6QYhw0byvr,6,1910004.09,1417190,675000,4300
recm9DRPcY8krz088,12,554985,559985,373046,11678
recfWgduFJ8kYlfm0,12,681424,671144,905750,2570
,12,424334,424625,142147,3914
,12,409176.66,268652,560212,25536
,12,54381,53696,3070,2018.41
,12,225959,225949,290480,6150
recuNfLKD6MEgZYGB,12,15896569,15895419,1786405,180
,6,615751.99,601320,218750,46650
,12,748541.08,615535,1432472,19110
rec248OnGNOXPBUUn,6,620285.25,455542,392709,8524
recWMy14wtfQWphlG,6,219779,215939,12777,20
,12,358111.78,292739,418862,256985.8
,6,31333,31333,5913,262
recMLpuzOSuisOncU,12,931863,928953,361040,100
recYk2tQNQDhJ0orV,12,326338,326238,29100,771.9
rechpzi2BsqFiJP5z,6,2112555.99,1564938,162850,103700
reczDPDNKjFCoWviO,5,255827.57,184164,145550,0
,6,443560,443560,541550,100
recLaEQUscDOuhdgh,12,275086.06,213241,314977,1538
recYaA1ZDeZhxwpqU,6,1265064.23,1154062,1097407,31400
,12,470001.58,420559,201260,38700
,12,1726316.11,1595706,1052044,3728.93
,12,626269,626384,238029,10887
,12,78382,78382,113000,29569.88
,12,486777.87,440724,1550,1587
rec8HFmF0yfh6LION,6,84716.51,73505,12068,14078
rec8HFmF0yfh6LION,6,84716.51,73505,12068,14078
,12,4739757.43,4679239,462700,109347
,12,4739757.43,4679239,462700,109347
,10,713688,720688,566672,3554
,10,713688,720688,566672,3554
reciBkEfShlJaEQT4,11,178793,185793,93290,10
recSfRiiwpyc2dIEB,6,155086,154336,500,240
receu4cvkLdSqi8c4,12,3410798.93,2681595,306900,170330
rec189njVsCGym6H1,6,259018.63,220414,49715,10
,12,113241,149400,23000,7
recedDVHYRvb9hmo8,6,163753.53,139619,15700,0
,9,55126,55126,200,10
recQmOMmE89UOxzlD,12,745829,743534,273453,25294
reczrxuTIhppETH2t,6,119218,119118,2300,1450
recDeJDKnPNgDjFNM,6,1180534.33,1170942,1135270,37210
recGQTNvzJrq9rarx,12,128186.11,110152,171792,157350
recKbZsX1nDGALZA0,6,240882.07,216688,524550,0
rec6kSZAnUhYBZm7y,8,643245,643265,948880,7
,6,352502.42,321880,326100,139701
,3,55066,55066,200,0
,12,2015596,2015396,1918900,44943
recRLtch366MjP2Sj,12,963422,1083352,4149737,121298
,5,187646,163195,1550,17
recibILjq15EyKNgv,12,222164.57,219117,140476,24252
recw2Nk0DYfn4RMkF,6,375913,373263,230452,124766
recw2Nk0DYfn4RMkF,6,375913,373263,230452,124766
recC5OGGvio91EUKF,12,246835.21,198840,1150,0
,6,94933,97169,38966,137395
,12,941619.56,900586,164880,23542
recXuTnY8eKCmnaFw,6,226880.78,215562,25950,1700
,12,61911,62228,283185,4390
recf9imF5MqgeF333,6,244576,238606,2600,4865
recf9imF5MqgeF333,6,244576,238606,2600,4865
,12,632695.14,589957,458000,745070
recF17PSwzFOCmddt,6,75708.48,60713,151139,2587
recF17PSwzFOCmddt,6,75708.48,60713,151139,2587
,12,3757843.88,3804053,4617690,2219268
,12,3757843.88,3804053,4617690,2219268
recuhD3qMRGlxt6vh,6,908500,910078,16500,1790.6
,12,96258,96108,5140,6560
recISdDxZF7ywrmpt,6,143070,140800,7730,23565
recSUnvji0qeR3l3y,6,468630.7,425596,0,6230
rechi2DELxf72sRnN,12,592185,576517,139818,9571.02
recDcSzgIhQOHoxyd,6,165197,165197,100855,20175
,12,1222914.84,856725,532940,707253
recRzlZCYbB8sixqN,6,36771,35441,47874,20
recRzlZCYbB8sixqN,6,22520,21190,40159,0
reck1ax6ThPKihutp,6,322600,322520,8850,800
,12,743350,707479,1066201,276681.64
recpHrcMkmHgmQsWH,6,92753,92753,52598,0
,12,235600,227115,5750,995
,12,364686,363426,0,2500
,11,90299,90289,0,0
recLwyf6CAYK4mxhg,6,290697.08,217970,32900,0
,6,216942.33,176804,1129,406
receWyHwnlByaVnIJ,12,348400.92,294936,28207,100
recCtvFCyYm2eTdjr,12,406189.49,332393,394477,90807
rec0vDoVaOjsBFM3B,3,379712,378962,396965,16009
rec5F6hvhSXINiHnr,6,159484,159484,131416,70444
recRzlZCYbB8sixqN,12,39719,38389,47974,10
rec9OQWtMZ6bUWa1o,6,328322.19,312880,84410,36630
rec9OQWtMZ6bUWa1o,6,328322.19,312880,84410,36630
rec9ohISjjKYgTyog,6,532197,316797,65500,165949
,6,345641.69,189057,6680,26865
,6,47404,47454,430,58198.5
recQsNrglMqKafUh6,6,94425.2,74539,93902,22492
,12,1036467,993178,344716,630993
rechldw57gf2pxNso,6,1426203.51,1253684,522350,95500
,6,247691,247691,125782,1360
recC3qwY2ecn6EFne,12,1310606.29,999439,526585,212079.95
recQlcDHTG3AZ7sBE,6,139191,128536,2550,740
,4,6851,6851,0,10
rec2sokbGK7rlb7Sf,6,377450.84,345889,128270,56430
,12,86579.16,69672,1521,14170
,6,100945,70145,88310,140959
,6,216896,190896,28550,896749
reckUOjcwvOnKhMTA,12,919341,918741,75090,37351
reckUOjcwvOnKhMTA,12,919341,918741,75090,37351
,6,20507,20507,400,0
recvafUXBocRWXluX,12,2060580,2060580,529950,9013
recCMBjnQPuRllSx1,6,177739.18,161624,10831,700
recpMvbidglPkKJdM,12,1402607,1401177,172700,41712
recpMvbidglPkKJdM,12,1402607,1401177,172700,41712
recjYRVBDHL0wTl0h,6,132999,132999,149550,7700
recCp3terQMXdTjbq,6,129431.48,97045,199432,5000
recDsBNtrO8HgsYfo,6,253485,250685,164250,11250
,12,1955927,1955927,701225,1278
reczuukPFSYqzFlCP,6,388413,390988,17135,904
,6,79851.16,28193,140002,10
,12,5303678.77,4786860,2138145,403433
,12,5303678.77,4786860,2138145,403433
,6,122172.09,104180,250,5000
reccrUL0ucmw2U8R3,6,553933,553423,89279,17852
,12,273375.23,261115,329327,75
,12,100121.51,91017,15160,690
recm0OOvuQBeguwIj,6,665118.62,578050,37211,26246
recKQOruzW9WqeF44,6,1189823.14,827568,469539,1600
recTtoesdOnfBedPj,12,2587837,2592021,173644,24998
rec1FTHblQSJfYoq4,6,52704,52604,4300,4050
,12,3453581,3455181,499015,81057
recYQ6qbmBiFxRTDq,6,126765.04,102240,269512,350
,12,713009,713059,56534,300
,6,85078,84978,256285,4530
,12,1418948,1418948,172410,257362
recPmNSW76lJdPXOH,6,910344,883034,376588,11020
,12,1501628.94,721383,65091,6787
recfvHsqbmBnTyWCQ,6,922648.64,911804,1908113,0
,12,499903.75,436343,3150,19246
,6,268988,247558,22947,2370
,12,121354,121204,140691,3720
,6,106971,106971,35074,300
,6,106971,106971,35074,300
recbafxQKKfNGRLPR,6,929063.7,148873,6366190,63100
recQDD5NpdlInOo9Q,6,296678.07,259621,29015,0
,6,1040446.09,969540,489608,50890
recLWEOvZqaguWtVx,10,202301.43,193968,161268,0
recLWEOvZqaguWtVx,10,202301.43,193968,161268,0
,11,96675.4,95825,18300,0
,11,96675.4,95825,18300,0
recUH4hIP53dcH3tC,6,481711,481511,246324,796
,12,163124,163149,144162,1155
,12,2233588.52,1796896,565050,2827
recq7dZNU6APSKL5N,12,337916,353326,1329651,2602456
,12,493885.71,480455,36207,3896
,6,791747.57,790209,468088,30807
rec2VceWMJ6uoBr6I,6,147170.05,90493,4400,1000
rec6a6wqEe2bfke95,12,178899,178969,13600,100
,12,153228,153347,13360,3050
,12,6900,6900,140650,1343
recNeeXqjDlc8ealZ,12,397583.6,284545,307550,2929
,12,121231.54,116019,35790,17608
,12,162004,162024,59139,90
,6,278191,265190,27770,2040
recnD7R578p48eeGX,6,774256,750856,159520,19359
,6,389886,389886,154300,0
recnPT7kTcRkkICGy,6,148099,148119,650,3671
recd7Dkresxc1YHS2,12,546318,546318,2200,10.99
recd7Dkresxc1YHS2,12,546318,546318,2200,10.99
recd7Dkresxc1YHS2,12,546318,546318,2200,10.99
recRnKGIzrcRjkuS8,12,107258,106078,5019,323042
,6,22735,22735,0,0
rec08MbKeMsKsTTKf,12,439161,438896,18973,35474
,10,113637,113326,2265,813
recOlaKWwzRVWgg48,12,583989.14,562211,65575,4194607
,6,107788,107788,2947,0
recEEvC5wzBLFgItb,6,122606.27,88389,376390,114773.25
recKQKUrAgedmIMwp,6,108706.87,89898,4000,7550
,6,139203,139203,0,7000
rec7oK64sKfJktGZV,12,131651,131231,11842,2817
recuq2pwwGfT4CEbO,12,308703.57,279322,24130,551645
,12,1327072,1576607,144500,43075
recJ1gkNz0T9Vkhxg,12,205367,204912,42581,25178.08
recJ1gkNz0T9Vkhxg,12,205367,204912,42581,25178.08
recJEuYh2HeFoQPpk,12,4367074,4293014,62496,5453
,12,157713.1,133536,20450,38141.64
recVMuTRxFv1b3fem,12,531578.08,388693,3105232,1682494
,12,130694,120494,191979,100
rec7oK64sKfJktGZV,5,52459,52339,6092,743
recPvk2ZaUg2kZx12,12,153818,152943,77864,1236
,12,154304.88,97108,256150,32000
recKh5g1U6XoKjwh2,12,464508.53,363891,86382,8650
rec7nef6iwM71NO0C,12,343338,343338,28624,482619
rec9o5Lxo8C8icb0E,12,4628125.25,3983155,725700,21099
recSiqPr4nPn9Fehk,6,143986.52,120350,3150,42800
,12,118526.1,115035,17759,342
,12,118526.1,115035,17759,342
rech7KnfIN95rTEY9,12,747237.57,643899,150260,8581
recXmbB8bbpS3KQGt,12,691663.27,416246,559790,343199
recp1hIJZ9iqse6zk,6,11936333.16,8310850,1526650,1235026
recfR1UEszwda6vJo,6,348287.63,313178,164858,550
,11,4369,4369,900,1579
recHjtfUt7Ca9XXCK,6,783865.93,750627,226589.75,54499
recAoljN37yPLb4A0,6,425575.4,416986,14040,5426
recyuBe7ufSiFwXd3,12,296260,266530,122235,26700
recyuBe7ufSiFwXd3,12,296260,266530,122235,26700
recyuBe7ufSiFwXd3,12,296260,266530,122235,26700
recEC6jOo7uJHUqzY,12,1358298.7,1128288,179300,9590
recwMCK33FZfcgw2h,6,57299.25,54332,190380,0
,12,578808.64,456596,3090,720
,12,2128050.03,1803677,742149,228088
,12,2128050.03,1803677,742149,228088
,6,68495,64865,8500,20258
,12,443597.63,385200,105900,28200
reclcgvjWHx2ykwvI,12,1069490.48,1029520,285151,66883.7
,6,336522.15,243781,362750,61014
reckMmIRkiv1sJItj,12,6128378.39,6062079,2296781,1096300
,12,6114173.33,4019788,6176088,317078
recs47DtorwQ3qHP4,6,715847.01,611244,110560,20172
recFpxP9fPy2FW1gc,11,80280.74,80354,96222,300
recEKmL5E7BYZX7Uv,12,1020448,1004398,100751,119185
,6,144163,144163,760,57
,6,286030,257766,435100,334.18
,6,51128.59,47480,13510,0
recTApvV3zSAdKmkI,12,2542585,2543115,505374,474349
recgDiInxLW0MznUt,12,445447,445447,11790,0
,6,248677,248677,447430,1300
,6,248677,248677,447430,1300
,6,248677,248677,447430,1300
recbEWJrzyEaYq4Vf,12,1122080.1,846721,136090,18000
,6,462593.16,454194,103890,3799710
recV9utEfomyinj20,6,900524.18,618562,263264,180
recioCWYnYVQoVAnx,6,384631.5,354058,171920,49190
reczoO85y5YwBus1D,6,123315,123315,18818,51059
recakBcNM2MsQiZkM,6,338274,335304,674240,74267
rec4AGMf6TNICdUlw,12,321544.23,314304,265990,21.98
recL8WJkvruFxw8Ss,6,40858,37271,168250,500
,6,300097,300097,13790,0
,12,69858.16,65657,226577,5920
,12,137374,134524,22960,42626
,12,85620.57,52233,429751,56263
,12,176106.34,173193,18980,110
,12,65662,65692,6500,3000
,6,195599.07,165027,243349,81035
rec2b2nH9g9MIBfHT,12,253041.53,166331,252977,15910
,12,917536.6,912560,230530,533771
recARzkYRVsOliMJa,6,334083,322593,230160,0
,6,485800,483790,22365,19760
recAONDYUz1lB12Dj,12,153960,154020,15700,37000
,12,333548.2,318812,33127,7720
,12,404392.72,371707,8468,286993
,12,404392.72,371707,8468,286993
rectzoZKYaQ8GTHvb,12,251393,251513,6457,206707.73
recsE19Tkmx7cfcHL,6,289910.6,261822,62445,18360
,12,102662.37,78288,31229,24785
recbMhhAYv6lKMF5h,6,555442.5,330525,28500,581607
,6,248262,244782,73154,3350
,12,936267.8,911231,42060,72142.87
,6,39320.61,105499,120530,73083
recUwZc9bMY2CnjvE,6,704149.87,585639,528732,30482
,6,105246.45,101200,106375,0
,12,405327,404660,16600,2603
recMXCaDlrzhqZaVw,6,229318,227718,27640,10
reczhjKQDDzvmaNKd,12,126703,127253,268050,57582.69
recxVIuRJJFZbBvro,6,117271,110429,25870,840
,12,90146.39,85291,218088,3699
rechxiTXboHeM70rv,6,196492.81,189634,36735,5460
,12,236259.99,209875,12371,18979
,12,150867.03,129181,39350,5910
reckYFCj3uz2yEEnu,12,221472.31,219500,10400,7
rec099hvwKXtZ27TG,6,250204,209316,12100,2600
,12,287342.49,214591,278060,174103
recqfgdB82GW0TcKD,6,56703.82,35342,106827,1047
recohHGigsUoSW5ON,12,414970.95,395265,457580,2583
,12,64637.76,42558,5469,10998.82
recWzbWylm82JoR2T,12,320856.5,320077,1267173,6310
recExwO38qevgjO5D,12,156418.34,152582,48340,8100
recsyDGPXGCg6G5sh,12,341924,337264,104873,85250
,6,167376.99,123247,43230,432439
rec5PPoQBOWbxG54t,12,173500.85,172255,4400,0
recnhT3aGhX2uOejj,6,940775,940775,345600,0
,12,180724,179524,195220,69061
recHdi1rYPv3Yj3ao,12,201956.27,153951,641390,0
reco2R5O5MdX1OKqD,12,262140,261960,151160,805
reco2R5O5MdX1OKqD,12,262140,261960,151160,805
,6,64792,64792,0,0
recacXsS1pky3GH1O,12,763223,763223,370394,9550
,12,42030,42030,1492650,12
recOQojsTA6vLkbgK,6,1059938.8,1038987,1253740,155429
,8,22351,22351,55829,1500
,12,742859.45,693270,858023,430150
recvy6yKgPtGa1VCG,6,83913.05,72559,818751,0
,12,289834,281779,4300,1463
,12,130350.52,129374,167060,11790
recokjoEyPQ0Kc9d3,6,274204,274204,72095,0
,12,447479.02,384899,585081,54857.62
recmr3vPtD3G8l1kn,5,83563,82203,148545,995
,6,341833,341833,769881,1500
,6,341833,341833,769881,1500
,6,48175,48175,1645,0
recqZylFw7iLNjcjr,12,378674.04,253747,187500,30800
,12,1778356.69,1772780,653454,24307
recsF4T8DNZD7TsDH,6,2431002.01,2159005,2232290,92870
reclFnLXd3060X7wp,12,528297.68,97510,10550,3514
,6,536279.4,508648,369110,217300
rec2uw9Sak0e7nKJ6,11,119543.76,119481,37065,935
,6,117979,117979,11110,294
,6,339404.93,307887,85553,17063
recXa7IkojIiQvHHh,6,195041.25,177473,25169,0
,12,108456.03,90913,166257,92208
rec2wkfTHArA3wyaQ,12,1669719.32,1101199,225132,49764
rec1NJSNQvIosOpia,12,152400,148254,423186,14268
rec2uw9Sak0e7nKJ6,6,74274.76,74212,18765,770
reclFnLXd3060X7wp,6,518126.68,87439,3850,2514
reclFnLXd3060X7wp,6,518126.68,87439,3850,2514
recsneTtHNy1tc2n6,12,166538.68,67195,217932,62217
rec7xc50qAXZC3Gfz,12,1143136.48,1037092,246379,228793.43
rec75ZSaSo9ZBpi0M,12,1173117.53,999214,419717,26381
recCVEEWFpphL6Hkq,12,140803.69,137885,5700,3925
,12,625538.95,539851,127360,38307
,12,1810107,1814357,2007638,35400
recwTIEGMzklqJbyk,6,312891,312691,29700,101485
recgiNOiIScQffy39,12,1172973.52,1023139,1263415,245307.26
rec8hQo1jdOv8qFqw,6,74606.54,42066,94770,0
recZL9Azw8EnBCRVL,12,2172673.62,2089159,175900,2713
,12,224437,223837,468989,10
recmr3vPtD3G8l1kn,5,83563,82203,148545,975
,11,53908,56907,83203,0
recaLxFyWJQM8tram,6,45273,45273,0,1550
recaLxFyWJQM8tram,6,45273,45273,0,1550
,5,357283,357423,217608,1
,12,1722783.36,1716051,325870,17
recVvBgcZ3XfioTLQ,12,632255.59,606851,124609,153144.99
recLDgJZ67ttYgyhP,6,1115930.49,1010143,9780,0
,12,198974.83,141153,55010,500
recvRLZu1JJyo7x6I,12,1322830.31,857694,547600,273307
,6,181078,181078,507970,800
rec8DshYcF8BttAC2,6,702316.7,353870,51820,2500
recU4sbYiaRZK8KRw,12,289046.21,256868,303810,222809
recvkmJ0RlzfS5y4h,6,96607.43,84479,7650,6100
,6,177095,176655,52840,0
recs1r3w3cizfB212,6,673827.68,540892,175290,73604
recG03t9bK0KZ3Y0E,6,1138720,125291,14060,3308
,6,3628087.32,3608640,50762,0
recgQHbkUSBMLBC0J,6,578675,578675,81690,6511
recc41v3ErSp48S2F,11,582852,582912,985375,79893.58
reckpYHjOHXUiCsrP,12,1009982.83,881724,1335353,33510
recGtnzJQM4Tp8n8T,6,302701,302711,75140,32859
recQzULN1l4rM3ZGP,6,1628786.01,1588871,96100,3234
,6,778042.95,742040,123943,2700
recc41v3ErSp48S2F,5,285995,286055,471370,51393.58
recIoJ4stouBKE4kC,12,857358.02,520289,526195,2958
,12,387525,356355,5460,4775
recQhUwUYeewtCEI7,6,31716,31716,120235,7961
,12,929333.55,891897,469124,62117
,12,137991,138191,2000,5848
,6,856481,854431,627900,0
,12,214454.28,191555,26500,14382
reclpQGKuDLDsPTLV,6,2275799.35,1775567,405500,369689
,12,441397.95,298568,22200,43077
,12,441397.95,298568,22200,43077
rec6N9UgZKYChnUYl,12,515504.24,506683,190750,0
,6,690935.59,518718,466600,3500
,6,142414,140494,84382,10
,6,257106,256806,326345,254450
,6,257106,256806,326345,254450
recutPOw16bjZuayP,6,241196,241516,10909,2850
,12,8356891.42,8209449,3538480,4030901.09
,12,214774.76,170393,17853,29561.3
,12,580573.99,340021,153000,10
,12,305351.1,191071,8000,572423
,12,214774.76,170393,17853,29561.3
recNAJkM986XnI4Q7,12,251042.69,193185,316130,120680
recWUHBZmj5TbvAUq,4,133250,133250,10600,0
rec5irgmuhZhPL101,6,181641.91,179591,5140,59980
recSEKe4mku70rEmZ,12,64834.9,58978,25150,8690
rectyZJdbbhRof6Oi,12,511496.15,511375,251150,0
recH023h87hVIz31o,12,1234887.46,1224485,247067,5156
recdOYcRImxQALYvC,6,64306.5,62597,83115,0
recdOYcRImxQALYvC,6,64306.5,62597,83115,0
recdOYcRImxQALYvC,6,64306.5,62597,83115,0
,5,174524.98,116933,0,4070
,6,57543,57543,34814,1716
recpKm8jZs6b0mCpZ,12,173839.82,129604,52620,122832
recTSAWURbjoUpRFc,6,105494,104694,68605,26214
,12,438769.9,454060.9,391479,9823
recImewWZuGawso0I,12,893089,893089,422548,5026
,5,832220.5,819590,937139.8,0
,6,235682.17,183764,1520,295
rec4Sc31xUDpwdKEh,11,360672.05,337285,45250,0
rec4Sc31xUDpwdKEh,11,360672.05,337285,45250,0
recZVW3p6W8pTnFH4,12,307208.64,260174,680310,0
recSEKe4mku70rEmZ,6,13359.24,10660,4100,5410
rec350pa7hCXqNAlu,6,678583.82,642515,82590,5235
,6,163100,163100,109828,1100
reckJC16iNqdRnJ9s,12,136298,136298,170428,5540
reckJC16iNqdRnJ9s,12,136298,136298,170428,5540
recgnN5W8Oz0pvInZ,12,246339.95,244137,11212,6317
recgnN5W8Oz0pvInZ,12,246339.95,244137,11212,6317
recafm26uWl93BuDK,6,1381130,1380280,19000,2500
recB3nE5AfVta3hKV,6,324087,324087,10828,810
,6,184446,184446,5050,190
,12,949825,951805,220468,116965.25
recxzqCz2ero82YGa,12,347782.04,319622,240705,10
recM5RZvBzEen4PKR,12,232690.57,200353,391305,8800
,12,13374.36,8953,0,500
,12,13374.36,8953,0,500
recHfeNNFpMxXi26K,6,751839,751739,332967,3090
recxm0PsJTHmsayY2,6,496985.47,491188,4490,3270
recgnN5W8Oz0pvInZ,6,149121.49,147817,8810,3190
recXPsr1w6bNI5VN0,12,355202,355302,379930,0
recOnkgmdOH5TpjYH,12,136772.8,90306,183555,930
recIoyu5Ua9jRb166,6,135721,135501,69958,0
recU9QHYnMZWRBqgs,6,256480.69,230025,1250,138
recxgfJWrbpUpyFPH,12,1602273.25,1161688,272949,3707
recklpuPBwkBH5Yzl,12,7557631.13,7057669,1632760,1063
recR82eKcWPq5qxtY,6,149142.16,144950,165100,20
recLz38dtujmonT3o,12,813381.23,742896,78050,854
,12,5371573.23,5136259,2280359,2865640
rec3tX5Pq9fTu8tDT,12,885469.03,800872,617460,1490
,12,180914.73,138708,119546,2510
recN4V9n3wTIQkQxm,6,340907.73,315748,5450,5380
recJA3h1IBZXFXk2q,12,467872,192164,2900,26790
rec9OxfTGpGPnidSY,6,2586874,2587074,4988950,7260820
,11,2939824.64,2443005,142150,28907
,12,1641848.44,1487838,474430,26808
recJRlyCUL84mwgiu,12,560384,558664,1652937,69583
,6,25082,25082,204021,16400
,6,46365,46365,100,320
rec7hbKH7t3Tnjkv4,6,391470,391520,550,3240
recqVzXi0jMtbeHXT,12,999023.94,958621,236719,33500
recqVzXi0jMtbeHXT,12,999023.94,958621,236719,33500
,5,281918.38,232823,42941,600
recznxHHa8HcbOhhG,12,126367.79,110486,148020,0
recU4iD7E58kvNorP,6,2116572.03,2104388,668496,20050
recfiTJuk7g0Rhgl7,6,241776,241376,1500,40859
rectsyJiD9Ny1erbT,6,206395.2,180410,18250,12576
recDHJUxFEl5ZzHTU,12,660833.13,519379,185887,5187
recDHJUxFEl5ZzHTU,12,660833.13,519379,185887,5187
,12,101811,101811,53050,0
recKhwMC6Gzzz3uNz,6,1762498.03,1666949,389384,16230
,6,347455.46,345965,40940,7780
,6,347455.46,345965,40940,7780
,12,363036.24,277921,61895,355
recOhJQgR0FKycMO0,12,1599074.2,1133336,1077935,52590
recOhJQgR0FKycMO0,12,1599074.2,1133336,1077935,52590
reczvgBUugloXAMV4,11,534071,533591,40354,75767
recFFCehmXUGVHLnH,6,637265,628015,240830,39610
rec93anE7aZemGXhV,6,1468425,1469747,75500,90226
recVcIFsx33PNzll4,12,4154806.61,3672337,757690,146229
recpRQ5ncxrYBmO1s,6,179178,179748,228350,4501
recpRQ5ncxrYBmO1s,6,179178,179748,228350,4501
recpRQ5ncxrYBmO1s,6,179178,179748,228350,4501
,12,5583629.94,5036966,10141625,943937
recikTcU7S22c9yuQ,6,244487,245474,95180,5210
rec0ZpwjcopnTHwes,6,104757,104687,32373,65812
rec0ZpwjcopnTHwes,6,104757,104687,32373,65812
recSWnV1gpR51cSCe,6,726110.68,649819,257112,332997.85
,12,1497227.84,994240,48730,4895.99
recZjfwCZsseAOYYQ,12,363422,363633,42850,13330
rec7RiIVIidnZPe7s,12,215336.07,196829,0,0
,6,350067,347567,44880,0
recA0jU57DZLWtWsA,6,115531.91,65635,7770,0
recfLUcJ5jH0wVYKg,6,691517,688267,202899,84
,12,102285,102285,136189,260
,12,3157086,3142686,769963,40825
reczK1LC83SHOnvEq,6,81950.33,44747,136141,31120
rec9T65pOlcOB1k1o,12,78218,78218,341291,70618.58
rec9T65pOlcOB1k1o,12,78218,78218,341291,70618.58
recnaskNwdzGSBdDz,6,360319.92,333239,204370,94576
,12,84812.11,71901,155285,11500
rec6INsZM6BOdXdJo,6,570163.88,382190,1530090,377721
